CaseID,Activity,CompleteTimestamp,org:resource,org:role,case:Project,case:Task,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber,CumTimeInterval
2223,Request For Payment APPROVED by ADMINISTRATION,2018-03-11 18:11:57+00:00,STAFF MEMBER,ADMINISTRATION,project 147843,UNKNOWN,organizational unit 65456,0,72.31083040981655,UNKNOWN,request for payment number 157123,36838479.0
2223,Request For Payment REJECTED by SUPERVISOR,2018-03-12 11:37:47+00:00,STAFF MEMBER,SUPERVISOR,project 147843,UNKNOWN,organizational unit 65456,0,72.31083040981655,UNKNOWN,request for payment number 157123,36901229.0
2223,Request For Payment REJECTED by EMPLOYEE,2018-03-22 08:58:23+00:00,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65456,0,72.31083040981655,UNKNOWN,request for payment number 157123,37755665.0
2223,Request For Payment SUBMITTED by EMPLOYEE,2018-03-23 13:47:05+00:00,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65456,0,72.31083040981655,UNKNOWN,request for payment number 157123,37859387.0
2223,Request For Payment APPROVED by ADMINISTRATION,2018-03-23 13:47:09+00:00,STAFF MEMBER,ADMINISTRATION,project 147843,UNKNOWN,organizational unit 65456,0,72.31083040981655,UNKNOWN,request for payment number 157123,37859391.0
2223,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-28 09:27:06+00:00,STAFF MEMBER,SUPERVISOR,project 147843,UNKNOWN,organizational unit 65456,0,72.31083040981655,UNKNOWN,request for payment number 157123,38275788.0
2223,Request Payment,2018-04-05 10:56:34+00:00,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65456,0,72.31083040981655,UNKNOWN,request for payment number 157123,38972356.0
2223,Payment Handled,2018-04-09 17:30:59+00:00,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65456,0,72.31083040981655,UNKNOWN,request for payment number 157123,39341621.0
2224,Request For Payment SUBMITTED by EMPLOYEE,2018-03-11 18:16:47+00:00,STAFF MEMBER,EMPLOYEE,project 147531,task 157511,organizational unit 65456,0,203.00596092829977,activity 505,request for payment number 157510,36838769.0
2224,Request For Payment APPROVED by ADMINISTRATION,2018-03-13 16:50:49+00:00,STAFF MEMBER,ADMINISTRATION,project 147531,task 157511,organizational unit 65456,0,203.00596092829977,activity 505,request for payment number 157510,37006411.0
2224,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-14 09:18:29+00:00,STAFF MEMBER,SUPERVISOR,project 147531,task 157511,organizational unit 65456,0,203.00596092829977,activity 505,request for payment number 157510,37065671.0
2224,Request Payment,2018-03-15 12:49:31+00:00,SYSTEM,UNDEFINED,project 147531,task 157511,organizational unit 65456,0,203.00596092829977,activity 505,request for payment number 157510,37164733.0
2224,Payment Handled,2018-03-19 17:30:54+00:00,SYSTEM,UNDEFINED,project 147531,task 157511,organizational unit 65456,0,203.00596092829977,activity 505,request for payment number 157510,37527216.0
2225,Request For Payment SUBMITTED by EMPLOYEE,2018-03-11 18:17:31+00:00,STAFF MEMBER,EMPLOYEE,project 147649,UNKNOWN,organizational unit 65456,0,53.02794230053213,UNKNOWN,request for payment number 156133,36838813.0
2225,Request For Payment APPROVED by ADMINISTRATION,2018-03-11 18:17:58+00:00,STAFF MEMBER,ADMINISTRATION,project 147649,UNKNOWN,organizational unit 65456,0,53.02794230053213,UNKNOWN,request for payment number 156133,36838840.0
2225,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-12 11:36:51+00:00,STAFF MEMBER,SUPERVISOR,project 147649,UNKNOWN,organizational unit 65456,0,53.02794230053213,UNKNOWN,request for payment number 156133,36901173.0
2225,Request Payment,2018-03-15 12:49:29+00:00,SYSTEM,UNDEFINED,project 147649,UNKNOWN,organizational unit 65456,0,53.02794230053213,UNKNOWN,request for payment number 156133,37164731.0
2225,Payment Handled,2018-03-19 17:30:54+00:00,SYSTEM,UNDEFINED,project 147649,UNKNOWN,organizational unit 65456,0,53.02794230053213,UNKNOWN,request for payment number 156133,37527216.0
2226,Request For Payment SUBMITTED by EMPLOYEE,2018-03-11 21:42:44+00:00,STAFF MEMBER,EMPLOYEE,project 149147,UNKNOWN,organizational unit 65463,0,151.90796582568638,UNKNOWN,request for payment number 153713,36851126.0
2226,Request For Payment APPROVED by ADMINISTRATION,2018-03-11 21:42:57+00:00,STAFF MEMBER,ADMINISTRATION,project 149147,UNKNOWN,organizational unit 65463,0,151.90796582568638,UNKNOWN,request for payment number 153713,36851139.0
2226,Request For Payment APPROVED by BUDGET OWNER,2018-03-12 08:30:31+00:00,STAFF MEMBER,BUDGET OWNER,project 149147,UNKNOWN,organizational unit 65463,0,151.90796582568638,UNKNOWN,request for payment number 153713,36889993.0
2226,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-12 09:19:01+00:00,STAFF MEMBER,SUPERVISOR,project 149147,UNKNOWN,organizational unit 65463,0,151.90796582568638,UNKNOWN,request for payment number 153713,36892903.0
2226,Request Payment,2018-03-13 08:47:18+00:00,SYSTEM,UNDEFINED,project 149147,UNKNOWN,organizational unit 65463,0,151.90796582568638,UNKNOWN,request for payment number 153713,36977400.0
2226,Payment Handled,2018-03-15 17:31:16+00:00,SYSTEM,UNDEFINED,project 149147,UNKNOWN,organizational unit 65463,0,151.90796582568638,UNKNOWN,request for payment number 153713,37181638.0
2227,Request For Payment SAVED by EMPLOYEE,2018-03-12 08:30:06+00:00,STAFF MEMBER,EMPLOYEE,UNKNOWN,task 60597,organizational unit 65457,0,436.5711082767895,activity 505,UNKNOWN,36889968.0
2228,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 09:01:49+00:00,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65454,0,333.9115007038571,UNKNOWN,request for payment number 152949,36891871.0
2228,Request For Payment APPROVED by ADMINISTRATION,2018-03-12 09:02:03+00:00,STAFF MEMBER,ADMINISTRATION,project 147620,UNKNOWN,organizational unit 65454,0,333.9115007038571,UNKNOWN,request for payment number 152949,36891885.0
2228,Request For Payment APPROVED by BUDGET OWNER,2018-03-12 10:13:50+00:00,STAFF MEMBER,BUDGET OWNER,project 147620,UNKNOWN,organizational unit 65454,0,333.9115007038571,UNKNOWN,request for payment number 152949,36896192.0
2228,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-19 05:15:26+00:00,STAFF MEMBER,SUPERVISOR,project 147620,UNKNOWN,organizational unit 65454,0,333.9115007038571,UNKNOWN,request for payment number 152949,37483088.0
2228,Request Payment,2018-03-20 22:13:17+00:00,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65454,0,333.9115007038571,UNKNOWN,request for payment number 152949,37630559.0
2228,Payment Handled,2018-03-22 17:31:12+00:00,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65454,0,333.9115007038571,UNKNOWN,request for payment number 152949,37786434.0
2229,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 09:06:44+00:00,STAFF MEMBER,EMPLOYEE,project 147556,task 810,organizational unit 65463,0,27.292739922229128,activity 505,request for payment number 160059,36892166.0
2229,Request For Payment APPROVED by ADMINISTRATION,2018-03-12 09:07:06+00:00,STAFF MEMBER,ADMINISTRATION,project 147556,task 810,organizational unit 65463,0,27.292739922229128,activity 505,request for payment number 160059,36892188.0
2229,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-12 14:44:18+00:00,STAFF MEMBER,SUPERVISOR,project 147556,task 810,organizational unit 65463,0,27.292739922229128,activity 505,request for payment number 160059,36912420.0
2229,Request Payment,2018-03-12 14:55:15+00:00,SYSTEM,UNDEFINED,project 147556,task 810,organizational unit 65463,0,27.292739922229128,activity 505,request for payment number 160059,36913077.0
2229,Payment Handled,2018-03-15 17:31:16+00:00,SYSTEM,UNDEFINED,project 147556,task 810,organizational unit 65463,0,27.292739922229128,activity 505,request for payment number 160059,37181638.0
2230,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 09:47:49+00:00,STAFF MEMBER,EMPLOYEE,project 147701,UNKNOWN,organizational unit 65454,0,170.29486535896712,UNKNOWN,request for payment number 157516,36894631.0
2230,Request For Payment APPROVED by ADMINISTRATION,2018-03-12 09:47:57+00:00,STAFF MEMBER,ADMINISTRATION,project 147701,UNKNOWN,organizational unit 65454,0,170.29486535896712,UNKNOWN,request for payment number 157516,36894639.0
2230,Request For Payment APPROVED by BUDGET OWNER,2018-03-12 10:11:56+00:00,STAFF MEMBER,BUDGET OWNER,project 147701,UNKNOWN,organizational unit 65454,0,170.29486535896712,UNKNOWN,request for payment number 157516,36896078.0
2230,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-19 05:15:26+00:00,STAFF MEMBER,SUPERVISOR,project 147701,UNKNOWN,organizational unit 65454,0,170.29486535896712,UNKNOWN,request for payment number 157516,37483088.0
2230,Request Payment,2018-03-20 22:12:59+00:00,SYSTEM,UNDEFINED,project 147701,UNKNOWN,organizational unit 65454,0,170.29486535896712,UNKNOWN,request for payment number 157516,37630541.0
2230,Payment Handled,2018-03-22 17:31:12+00:00,SYSTEM,UNDEFINED,project 147701,UNKNOWN,organizational unit 65454,0,170.29486535896712,UNKNOWN,request for payment number 157516,37786434.0
2231,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 10:04:52+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0,95.67787136283512,UNKNOWN,request for payment number 154541,36895654.0
2231,Request For Payment APPROVED by ADMINISTRATION,2018-03-12 10:04:55+00:00,STAFF MEMBER,ADMINISTRATION,project 503,UNKNOWN,organizational unit 65463,0,95.67787136283512,UNKNOWN,request for payment number 154541,36895657.0
2231,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-12 14:53:20+00:00,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65463,0,95.67787136283512,UNKNOWN,request for payment number 154541,36912962.0
2231,Request Payment,2018-03-13 08:27:30+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0,95.67787136283512,UNKNOWN,request for payment number 154541,36976212.0
2231,Payment Handled,2018-03-15 17:31:16+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0,95.67787136283512,UNKNOWN,request for payment number 154541,37181638.0
2232,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 10:12:32+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65463,0,22.00591041345208,UNKNOWN,request for payment number 156138,36896114.0
2232,Request For Payment APPROVED by ADMINISTRATION,2018-03-12 10:12:39+00:00,STAFF MEMBER,ADMINISTRATION,project 147546,UNKNOWN,organizational unit 65463,0,22.00591041345208,UNKNOWN,request for payment number 156138,36896121.0
2232,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-12 14:50:50+00:00,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65463,0,22.00591041345208,UNKNOWN,request for payment number 156138,36912812.0
2232,Request Payment,2018-03-13 08:27:28+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65463,0,22.00591041345208,UNKNOWN,request for payment number 156138,36976210.0
2232,Payment Handled,2018-03-15 17:31:16+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65463,0,22.00591041345208,UNKNOWN,request for payment number 156138,37181638.0
2233,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 10:37:20+00:00,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65462,0,56.786409689092935,UNKNOWN,request for payment number 160064,36897602.0
2233,Request For Payment REJECTED by ADMINISTRATION,2018-03-12 10:37:29+00:00,STAFF MEMBER,ADMINISTRATION,project 147843,UNKNOWN,organizational unit 65462,0,56.786409689092935,UNKNOWN,request for payment number 160064,36897611.0
2233,Request For Payment REJECTED by EMPLOYEE,2018-03-28 10:24:54+00:00,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65462,0,56.786409689092935,UNKNOWN,request for payment number 160064,38279256.0
2233,Request For Payment SUBMITTED by EMPLOYEE,2018-03-29 08:59:01+00:00,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65462,0,56.786409689092935,UNKNOWN,request for payment number 160064,38360503.0
2233,Request For Payment APPROVED by ADMINISTRATION,2018-03-29 08:59:04+00:00,STAFF MEMBER,ADMINISTRATION,project 147843,UNKNOWN,organizational unit 65462,0,56.786409689092935,UNKNOWN,request for payment number 160064,38360506.0
2233,Request For Payment APPROVED by BUDGET OWNER,2018-03-29 10:41:01+00:00,STAFF MEMBER,BUDGET OWNER,project 147843,UNKNOWN,organizational unit 65462,0,56.786409689092935,UNKNOWN,request for payment number 160064,38366623.0
2233,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-04 13:04:59+00:00,STAFF MEMBER,SUPERVISOR,project 147843,UNKNOWN,organizational unit 65462,0,56.786409689092935,UNKNOWN,request for payment number 160064,38893661.0
2233,Request Payment,2018-04-05 08:12:28+00:00,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65462,0,56.786409689092935,UNKNOWN,request for payment number 160064,38962510.0
2233,Payment Handled,2018-04-09 17:30:59+00:00,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65462,0,56.786409689092935,UNKNOWN,request for payment number 160064,39341621.0
2234,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 10:45:00+00:00,STAFF MEMBER,EMPLOYEE,project 148052,UNKNOWN,organizational unit 65454,0,10.044722531045544,UNKNOWN,request for payment number 154104,36898062.0
2234,Request For Payment APPROVED by ADMINISTRATION,2018-03-12 10:45:18+00:00,STAFF MEMBER,ADMINISTRATION,project 148052,UNKNOWN,organizational unit 65454,0,10.044722531045544,UNKNOWN,request for payment number 154104,36898080.0
2234,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-12 11:25:05+00:00,STAFF MEMBER,SUPERVISOR,project 148052,UNKNOWN,organizational unit 65454,0,10.044722531045544,UNKNOWN,request for payment number 154104,36900467.0
2234,Request Payment,2018-03-13 13:25:21+00:00,SYSTEM,UNDEFINED,project 148052,UNKNOWN,organizational unit 65454,0,10.044722531045544,UNKNOWN,request for payment number 154104,36994083.0
2234,Payment Handled,2018-03-15 17:31:16+00:00,SYSTEM,UNDEFINED,project 148052,UNKNOWN,organizational unit 65454,0,10.044722531045544,UNKNOWN,request for payment number 154104,37181638.0
2235,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 12:02:26+00:00,STAFF MEMBER,EMPLOYEE,project 147556,task 14416,organizational unit 65454,0,21.75236702192346,activity 505,request for payment number 157522,36902708.0
2235,Request For Payment APPROVED by ADMINISTRATION,2018-03-12 12:03:38+00:00,STAFF MEMBER,ADMINISTRATION,project 147556,task 14416,organizational unit 65454,0,21.75236702192346,activity 505,request for payment number 157522,36902780.0
2235,Request For Payment APPROVED by BUDGET OWNER,2018-03-12 12:31:34+00:00,STAFF MEMBER,BUDGET OWNER,project 147556,task 14416,organizational unit 65454,0,21.75236702192346,activity 505,request for payment number 157522,36904456.0
2235,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-19 05:15:26+00:00,STAFF MEMBER,SUPERVISOR,project 147556,task 14416,organizational unit 65454,0,21.75236702192346,activity 505,request for payment number 157522,37483088.0
2235,Request Payment,2018-03-22 11:51:06+00:00,SYSTEM,UNDEFINED,project 147556,task 14416,organizational unit 65454,0,21.75236702192346,activity 505,request for payment number 157522,37766028.0
2235,Payment Handled,2018-03-26 17:31:14+00:00,SYSTEM,UNDEFINED,project 147556,task 14416,organizational unit 65454,0,21.75236702192346,activity 505,request for payment number 157522,38132036.0
2236,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 12:53:41+00:00,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65462,0,89.06599324963986,UNKNOWN,request for payment number 154546,36905783.0
2236,Request For Payment REJECTED by ADMINISTRATION,2018-03-12 12:54:14+00:00,STAFF MEMBER,ADMINISTRATION,project 147556,UNKNOWN,organizational unit 65462,0,89.06599324963986,UNKNOWN,request for payment number 154546,36905816.0
2236,Request For Payment REJECTED by EMPLOYEE,2018-03-28 10:26:20+00:00,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65462,0,89.06599324963986,UNKNOWN,request for payment number 154546,38279342.0
2236,Request For Payment SUBMITTED by EMPLOYEE,2018-04-20 12:03:06+00:00,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65462,0,89.06599324963986,UNKNOWN,request for payment number 154546,40272348.0
2236,Request For Payment APPROVED by ADMINISTRATION,2018-04-20 12:03:13+00:00,STAFF MEMBER,ADMINISTRATION,project 147556,UNKNOWN,organizational unit 65462,0,89.06599324963986,UNKNOWN,request for payment number 154546,40272355.0
2236,Request For Payment APPROVED by BUDGET OWNER,2018-04-24 08:33:13+00:00,STAFF MEMBER,BUDGET OWNER,project 147556,UNKNOWN,organizational unit 65462,0,89.06599324963986,UNKNOWN,request for payment number 154546,40605355.0
2236,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-30 10:44:28+00:00,STAFF MEMBER,SUPERVISOR,project 147556,UNKNOWN,organizational unit 65462,0,89.06599324963986,UNKNOWN,request for payment number 154546,41131630.0
2236,Request Payment,2018-05-08 09:40:59+00:00,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65462,0,89.06599324963986,UNKNOWN,request for payment number 154546,41819021.0
2236,Payment Handled,2018-05-14 17:31:23+00:00,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65462,0,89.06599324963986,UNKNOWN,request for payment number 154546,42365645.0
2237,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 13:24:10+00:00,STAFF MEMBER,EMPLOYEE,project 147582,task 33176,organizational unit 65454,0,72.87663297773874,activity 505,request for payment number 157571,36907612.0
2237,Request For Payment APPROVED by ADMINISTRATION,2018-03-12 13:24:25+00:00,STAFF MEMBER,ADMINISTRATION,project 147582,task 33176,organizational unit 65454,0,72.87663297773874,activity 505,request for payment number 157571,36907627.0
2237,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-12 13:53:55+00:00,STAFF MEMBER,SUPERVISOR,project 147582,task 33176,organizational unit 65454,0,72.87663297773874,activity 505,request for payment number 157571,36909397.0
2237,Request Payment,2018-03-13 08:35:03+00:00,SYSTEM,UNDEFINED,project 147582,task 33176,organizational unit 65454,0,72.87663297773874,activity 505,request for payment number 157571,36976665.0
2237,Payment Handled,2018-03-15 17:31:16+00:00,SYSTEM,UNDEFINED,project 147582,task 33176,organizational unit 65454,0,72.87663297773874,activity 505,request for payment number 157571,37181638.0
2238,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 13:45:24+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65469,0,116.88803545431313,UNKNOWN,request for payment number 156143,36908886.0
2238,Request For Payment APPROVED by ADMINISTRATION,2018-03-12 13:45:28+00:00,STAFF MEMBER,ADMINISTRATION,project 503,UNKNOWN,organizational unit 65469,0,116.88803545431313,UNKNOWN,request for payment number 156143,36908890.0
2238,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-12 14:27:23+00:00,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65469,0,116.88803545431313,UNKNOWN,request for payment number 156143,36911405.0
2238,Request Payment,2018-03-14 16:24:26+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65469,0,116.88803545431313,UNKNOWN,request for payment number 156143,37091228.0
2238,Payment Handled,2018-03-15 17:31:16+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65469,0,116.88803545431313,UNKNOWN,request for payment number 156143,37181638.0
2239,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 14:16:48+00:00,STAFF MEMBER,EMPLOYEE,project 147860,UNKNOWN,organizational unit 65469,0,984.3917313249482,UNKNOWN,request for payment number 154555,36910770.0
2239,Request For Payment APPROVED by ADMINISTRATION,2018-03-12 14:21:06+00:00,STAFF MEMBER,ADMINISTRATION,project 147860,UNKNOWN,organizational unit 65469,0,984.3917313249482,UNKNOWN,request for payment number 154555,36911028.0
2239,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-12 15:04:32+00:00,STAFF MEMBER,SUPERVISOR,project 147860,UNKNOWN,organizational unit 65469,0,984.3917313249482,UNKNOWN,request for payment number 154555,36913634.0
2239,Request Payment,2018-03-12 15:27:56+00:00,SYSTEM,UNDEFINED,project 147860,UNKNOWN,organizational unit 65469,0,984.3917313249482,UNKNOWN,request for payment number 154555,36915038.0
2239,Payment Handled,2018-03-15 17:31:16+00:00,SYSTEM,UNDEFINED,project 147860,UNKNOWN,organizational unit 65469,0,984.3917313249482,UNKNOWN,request for payment number 154555,37181638.0
2240,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 15:01:01+00:00,STAFF MEMBER,EMPLOYEE,project 147572,UNKNOWN,organizational unit 65462,0,42.42623643841007,UNKNOWN,request for payment number 157113,36913423.0
2240,Request For Payment APPROVED by ADMINISTRATION,2018-03-12 15:01:18+00:00,STAFF MEMBER,ADMINISTRATION,project 147572,UNKNOWN,organizational unit 65462,0,42.42623643841007,UNKNOWN,request for payment number 157113,36913440.0
2240,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-28 10:32:00+00:00,STAFF MEMBER,SUPERVISOR,project 147572,UNKNOWN,organizational unit 65462,0,42.42623643841007,UNKNOWN,request for payment number 157113,38279682.0
2240,Request Payment,2018-03-29 08:44:16+00:00,SYSTEM,UNDEFINED,project 147572,UNKNOWN,organizational unit 65462,0,42.42623643841007,UNKNOWN,request for payment number 157113,38359618.0
2240,Payment Handled,2018-04-05 17:30:53+00:00,SYSTEM,UNDEFINED,project 147572,UNKNOWN,organizational unit 65462,0,42.42623643841007,UNKNOWN,request for payment number 157113,38996015.0
2241,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 15:10:16+00:00,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65468,0,155.59841589213823,UNKNOWN,request for payment number 157132,36913978.0
2241,Request For Payment APPROVED by ADMINISTRATION,2018-03-12 15:10:27+00:00,STAFF MEMBER,ADMINISTRATION,project 147556,UNKNOWN,organizational unit 65468,0,155.59841589213823,UNKNOWN,request for payment number 157132,36913989.0
2241,Request For Payment APPROVED by BUDGET OWNER,2018-03-12 15:28:22+00:00,STAFF MEMBER,BUDGET OWNER,project 147556,UNKNOWN,organizational unit 65468,0,155.59841589213823,UNKNOWN,request for payment number 157132,36915064.0
2241,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-13 10:43:29+00:00,STAFF MEMBER,SUPERVISOR,project 147556,UNKNOWN,organizational unit 65468,0,155.59841589213823,UNKNOWN,request for payment number 157132,36984371.0
2241,Request Payment,2018-03-15 10:53:16+00:00,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65468,0,155.59841589213823,UNKNOWN,request for payment number 157132,37157758.0
2241,Payment Handled,2018-03-19 17:30:54+00:00,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65468,0,155.59841589213823,UNKNOWN,request for payment number 157132,37527216.0
2242,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 15:19:23+00:00,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65469,0,1461.707256862743,UNKNOWN,UNKNOWN,36914525.0
2242,Request For Payment REJECTED by ADMINISTRATION,2018-03-12 15:35:38+00:00,STAFF MEMBER,ADMINISTRATION,UNKNOWN,UNKNOWN,organizational unit 65469,0,1461.707256862743,UNKNOWN,UNKNOWN,36915500.0
2242,Request For Payment REJECTED by EMPLOYEE,2018-03-12 16:31:41+00:00,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65469,0,1461.707256862743,UNKNOWN,UNKNOWN,36918863.0
2243,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 15:26:37+00:00,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65482,0,20.704752368284225,UNKNOWN,request for payment number 154560,36914959.0
2243,Request For Payment APPROVED by ADMINISTRATION,2018-03-12 15:27:51+00:00,STAFF MEMBER,ADMINISTRATION,project 147620,UNKNOWN,organizational unit 65482,0,20.704752368284225,UNKNOWN,request for payment number 154560,36915033.0
2243,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-13 09:36:30+00:00,STAFF MEMBER,SUPERVISOR,project 147620,UNKNOWN,organizational unit 65482,0,20.704752368284225,UNKNOWN,request for payment number 154560,36980352.0
2243,Request Payment,2018-03-21 08:24:46+00:00,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65482,0,20.704752368284225,UNKNOWN,request for payment number 154560,37667248.0
2243,Payment Handled,2018-03-22 17:31:12+00:00,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65482,0,20.704752368284225,UNKNOWN,request for payment number 154560,37786434.0
2244,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 16:04:33+00:00,STAFF MEMBER,EMPLOYEE,project 147908,UNKNOWN,organizational unit 65470,0,173.1218513561542,UNKNOWN,request for payment number 154565,36917235.0
2244,Request For Payment APPROVED by ADMINISTRATION,2018-03-12 16:04:39+00:00,STAFF MEMBER,ADMINISTRATION,project 147908,UNKNOWN,organizational unit 65470,0,173.1218513561542,UNKNOWN,request for payment number 154565,36917241.0
2244,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-13 09:37:12+00:00,STAFF MEMBER,SUPERVISOR,project 147908,UNKNOWN,organizational unit 65470,0,173.1218513561542,UNKNOWN,request for payment number 154565,36980394.0
2244,Request Payment,2018-03-15 16:15:14+00:00,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65470,0,173.1218513561542,UNKNOWN,request for payment number 154565,37177076.0
2244,Payment Handled,2018-03-19 17:30:54+00:00,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65470,0,173.1218513561542,UNKNOWN,request for payment number 154565,37527216.0
2245,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 16:07:03+00:00,STAFF MEMBER,EMPLOYEE,project 148982,task 9430,organizational unit 65475,0,115.01050036638412,activity 505,request for payment number 153719,36917385.0
2245,Request For Payment APPROVED by ADMINISTRATION,2018-03-12 16:07:06+00:00,STAFF MEMBER,ADMINISTRATION,project 148982,task 9430,organizational unit 65475,0,115.01050036638412,activity 505,request for payment number 153719,36917388.0
2245,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-14 09:46:31+00:00,STAFF MEMBER,SUPERVISOR,project 148982,task 9430,organizational unit 65475,0,115.01050036638412,activity 505,request for payment number 153719,37067353.0
2245,Request Payment,2018-03-15 10:18:26+00:00,SYSTEM,UNDEFINED,project 148982,task 9430,organizational unit 65475,0,115.01050036638412,activity 505,request for payment number 153719,37155668.0
2245,Payment Handled,2018-03-19 17:30:54+00:00,SYSTEM,UNDEFINED,project 148982,task 9430,organizational unit 65475,0,115.01050036638412,activity 505,request for payment number 153719,37527216.0
2246,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 18:41:23+00:00,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65482,0,94.1026252218668,UNKNOWN,request for payment number 156148,36926645.0
2246,Request For Payment APPROVED by ADMINISTRATION,2018-03-12 18:41:36+00:00,STAFF MEMBER,ADMINISTRATION,project 147620,UNKNOWN,organizational unit 65482,0,94.1026252218668,UNKNOWN,request for payment number 156148,36926658.0
