CaseID,Activity,CompleteTimestamp,REPAIR_IN_TIME_5D,DEVICETYPE,org:resource,CumTimeInterval
3412,,,,,,
3412,InDelivery,2018-09-04 00:00:00,0.0,AB15,J,21118813.0
3412,StatusRequest,2018-09-04 09:35:11,0.0,AB15,J,21153324.0
3412,,,,,,
3412,Completed,2018-09-04 15:52:37,0.0,AB15,J,21175970.0
3413,Creation,2018-08-27 09:08:21,0.0,AB52,L,20460514.0
3413,NoteHotline,2018-08-27 09:09:35,0.0,AB52,L,20460588.0
3413,DeviceReceived,2018-10-19 15:14:02,0.0,AB52,L,25061655.0
3413,StatusRequest,2018-10-26 09:21:26,0.0,AB52,L,25645299.0
3413,InDelivery,2018-11-02 00:00:00,0.0,AB52,L,26216413.0
3413,Completed,2018-11-02 08:43:43,0.0,AB52,L,26247836.0
3414,Creation,2018-08-27 09:23:11,1.0,AB63,L,20461404.0
3414,NoteHotline,2018-08-27 09:26:51,1.0,AB63,L,20461624.0
3414,Letter,2018-08-31 00:00:00,1.0,AB63,L,20773213.0
3414,DeviceReceived,2018-08-31 09:00:25,1.0,AB63,L,20805638.0
3414,,,,,,
3414,Completed,2018-09-04 07:24:36,1.0,AB63,L,21145489.0
3415,Creation,2018-08-27 09:37:59,1.0,AB61,E,20462292.0
3415,,,,,,
3415,,,,,,
3415,DeviceReceived,2018-08-30 10:52:42,1.0,AB61,E,20725975.0
3415,,,,,,
3415,,,,,,
3415,,,,,,
3415,Completed,2018-09-04 11:24:09,1.0,AB61,E,21159862.0
3416,,,,,,
3416,DeviceReceived,2018-08-29 10:47:35,0.0,AB47,J,20639268.0
3416,,,,,,
3416,,,,,,
3416,Completed,2018-09-04 09:54:34,0.0,AB47,J,21154487.0
3417,,,,,,
3417,,,,,,
3417,Letter,2018-02-06 00:00:00,0.0,AB50,L,2974813.0
3417,NoteWorkshop,2018-02-06 14:18:02,0.0,AB50,L,3026295.0
3417,Transmission,2018-02-13 08:15:24,0.0,AB50,L,3609337.0
3417,,,,,,
3417,NoteHotline,2018-02-14 10:43:13,0.0,AB50,L,3704606.0
3417,Approved,2018-02-14 10:43:15,0.0,AB50,L,3704608.0
3417,Completed,2018-02-14 13:17:27,0.0,AB50,L,3713860.0
3418,Creation,2018-08-27 10:28:51,0.0,AB52,L,20465344.0
3418,,,,,,
3418,,,,,,
3418,NoteWorkshop,2018-09-06 14:18:50,0.0,AB52,L,21343143.0
3418,,,,,,
3418,Approved,2018-09-06 15:17:03,0.0,AB52,L,21346636.0
3418,NoteHotline,2018-09-06 15:17:15,0.0,AB52,L,21346648.0
3418,,,,,,
3418,,,,,,
3419,Creation,2018-08-27 11:02:36,0.0,AB41,J,20467369.0
3419,DeviceReceived,2018-08-29 11:07:39,0.0,AB41,J,20640472.0
3419,NoteWorkshop,2018-09-03 11:08:53,0.0,AB41,J,21072546.0
3419,InDelivery,2018-09-04 00:00:00,0.0,AB41,J,21118813.0
3419,Completed,2018-09-04 14:21:34,0.0,AB41,J,21170507.0
3420,Creation,2018-08-27 11:37:36,1.0,AB9,E,20469469.0
3420,NoteHotline,2018-08-27 11:40:02,1.0,AB9,E,20469615.0
3420,Letter,2018-08-31 00:00:00,1.0,AB9,E,20773213.0
3420,,,,,,
3420,,,,,,
3420,,,,,,
3420,,,,,,
3420,Completed,2018-09-03 13:02:18,1.0,AB9,E,21079351.0
3421,,,,,,
3421,,,,,,
3421,,,,,,
3421,,,,,,
3421,,,,,,
3421,,,,,,
3421,,,,,,
3422,,,,,,
3422,,,,,,
3422,StatusRequest,2018-09-07 08:33:12,0.0,AB61,L,21408805.0
3422,NoteWorkshop,2018-09-11 10:37:21,0.0,AB61,L,21761854.0
3422,NoteHotline,2018-10-05 14:49:09,0.0,AB61,L,23850562.0
3422,,,,,,
3422,,,,,,
3423,,,,,,
3423,NoteHotline,2018-08-27 13:25:43,1.0,AB57,E,20475956.0
3423,Letter,2018-08-29 00:00:00,1.0,AB57,E,20600413.0
3423,DeviceReceived,2018-08-29 09:58:57,1.0,AB57,E,20636350.0
3423,InDelivery,2018-08-30 00:00:00,1.0,AB57,E,20686813.0
3423,,,,,,
3424,Creation,2018-08-27 13:26:03,1.0,AB56,L,20475976.0
3424,,,,,,
3424,Letter,2018-08-30 00:00:00,1.0,AB56,L,20686813.0
3424,,,,,,
3424,InDelivery,2018-08-31 00:00:00,1.0,AB56,L,20773213.0
3424,Completed,2018-08-31 10:44:42,1.0,AB56,L,20811895.0
3425,Creation,2018-08-27 14:24:09,0.0,AB52,L,20479462.0
3425,NoteHotline,2018-08-28 13:51:34,0.0,AB52,L,20563907.0
3425,,,,,,
3425,InDelivery,2018-10-11 00:00:00,0.0,AB52,L,24315613.0
3425,,,,,,
3426,,,,,,
3426,,,,,,
3426,,,,,,
3426,,,,,,
3426,StockEntry,2018-09-12 00:00:00,0.0,AB22,E,21810013.0
3426,,,,,,
3426,,,,,,
3426,Completed,2018-09-12 10:26:22,0.0,AB22,E,21847595.0
3427,,,,,,
3427,,,,,,
3427,DeviceReceived,2018-09-04 09:29:24,0.0,AB52,L,21152977.0
3427,,,,,,
3427,,,,,,
3427,NoteHotline,2018-09-19 13:46:49,0.0,AB52,L,22464422.0
3427,InDelivery,2018-10-26 00:00:00,0.0,AB52,L,25611613.0
3427,Completed,2018-10-26 11:52:28,0.0,AB52,L,25654361.0
3428,Creation,2018-08-27 16:07:51,0.0,AB20,E,20485684.0
3428,Letter,2018-08-31 00:00:00,0.0,AB20,E,20773213.0
3428,DeviceReceived,2018-08-31 12:56:32,0.0,AB20,E,20819805.0
3428,,,,,,
3428,InDelivery,2018-09-10 00:00:00,0.0,AB20,E,21637213.0
3428,NoteHotline,2018-09-10 15:12:53,0.0,AB20,E,21691986.0
3428,NoteWorkshop,2018-09-10 15:53:33,0.0,AB20,E,21694426.0
3428,,,,,,
3429,Creation,2018-01-23 09:03:26,0.0,AB49,L,1797819.0
3429,DeviceReceived,2018-01-29 10:31:00,0.0,AB49,L,2321473.0
3429,,,,,,
3429,NoteWorkshop,2018-02-03 10:33:43,0.0,AB49,L,2753636.0
3429,,,,,,
3429,,,,,,
3430,,,,,,
3430,,,,,,
3430,NoteWorkshop,2018-09-03 13:33:12,0.0,AB44,J,21081205.0
3430,,,,,,
3430,InDelivery,2018-09-20 00:00:00,0.0,AB44,J,22501213.0
3430,,,,,,
3430,,,,,,
3430,,,,,,
3431,Creation,2018-08-27 08:45:54,0.0,AB34,J,20459167.0
3431,DeviceReceived,2018-09-01 14:04:46,0.0,AB34,J,20910299.0
3431,NoteWorkshop,2018-09-05 14:05:17,0.0,AB34,J,21255930.0
3431,Transmission,2018-09-12 09:47:24,0.0,AB34,J,21845257.0
3431,,,,,,
3431,,,,,,
3431,NoteHotline,2018-09-17 12:12:26,0.0,AB34,J,22285959.0
3431,Completed,2018-09-17 17:41:40,0.0,AB34,J,22305713.0
3432,,,,,,
3432,,,,,,
3432,NoteWorkshop,2018-09-04 13:28:51,0.0,AB60,J,21167344.0
3432,Transmission,2018-09-12 09:56:23,0.0,AB60,J,21845796.0
3432,,,,,,
3432,Approved,2018-09-14 07:49:16,0.0,AB60,J,22010969.0
3432,,,,,,
3432,Completed,2018-09-14 11:08:37,0.0,AB60,J,22022930.0
3433,Creation,2018-08-27 09:06:53,0.0,AB34,J,20460426.0
3433,DeviceReceived,2018-08-29 13:34:36,0.0,AB34,J,20649289.0
3433,Transmission,2018-09-07 14:24:51,0.0,AB34,J,21429904.0
3433,InDelivery,2018-09-10 00:00:00,0.0,AB34,J,21637213.0
3433,Approved,2018-09-10 08:48:04,0.0,AB34,J,21668897.0
3433,NoteHotline,2018-09-10 08:48:11,0.0,AB34,J,21668904.0
3433,NoteWorkshop,2018-09-10 14:50:44,0.0,AB34,J,21690657.0
3433,Completed,2018-09-10 14:52:10,0.0,AB34,J,21690743.0
3434,Creation,2018-08-27 09:12:33,0.0,AB49,L,20460766.0
3434,,,,,,
3434,,,,,,
3434,Transmission,2018-09-07 08:32:53,0.0,AB49,L,21408786.0
3434,Approved,2018-09-07 09:39:04,0.0,AB49,L,21412757.0
3434,NoteHotline,2018-09-07 09:39:24,0.0,AB49,L,21412777.0
3434,Completed,2018-09-07 11:12:09,0.0,AB49,L,21418342.0
3435,,,,,,
3435,Letter,2018-08-30 00:00:00,1.0,AB62,L,20686813.0
3435,DeviceReceived,2018-08-30 09:39:26,1.0,AB62,L,20721579.0
3435,InDelivery,2018-08-31 00:00:00,1.0,AB62,L,20773213.0
3435,Transmission,2018-08-31 11:48:07,1.0,AB62,L,20815700.0
3435,NoteHotline,2018-08-31 12:00:37,1.0,AB62,L,20816450.0
3435,Approved,2018-08-31 12:00:38,1.0,AB62,L,20816451.0
3435,Completed,2018-08-31 13:43:37,1.0,AB62,L,20822630.0
3436,,,,,,
3436,NoteHotline,2018-08-27 10:02:05,1.0,AB59,L,20463738.0
3436,,,,,,
3436,,,,,,
3436,,,,,,
3436,,,,,,
3437,Creation,2018-08-27 10:08:49,0.0,AB49,L,20464142.0
3437,,,,,,
3437,,,,,,
3437,NoteWorkshop,2018-08-30 12:47:24,0.0,AB49,L,20732857.0
3437,NoteHotline,2018-09-03 09:50:55,0.0,AB49,L,21067868.0
3437,InDelivery,2018-10-11 00:00:00,0.0,AB49,L,24315613.0
3437,,,,,,
3438,Creation,2018-08-27 10:15:29,0.0,AB65,E,20464542.0
3438,,,,,,
3438,NoteHotline,2018-10-02 12:01:44,0.0,AB65,E,23581317.0
3438,,,,,,
3438,,,,,,
3438,InDelivery,2018-11-20 00:00:00,0.0,AB65,E,27771613.0
3438,Completed,2018-11-20 08:02:49,0.0,AB65,E,27800582.0
3439,Creation,2018-08-27 11:11:42,0.0,AB62,L,20467915.0
3439,,,,,,
3439,,,,,,
3439,,,,,,
3439,,,,,,
3440,,,,,,
3440,,,,,,
3440,,,,,,
3440,,,,,,
3440,NoteHotline,2018-10-19 16:35:23,0.0,AB52,J,25066536.0
3440,NoteWorkshop,2018-10-22 10:50:18,0.0,AB52,J,25305031.0
3440,,,,,,
3440,,,,,,
3441,,,,,,
3441,NoteHotline,2018-08-27 11:46:08,0.0,AB47,E,20469981.0
3441,DeviceReceived,2018-08-28 12:49:42,0.0,AB47,E,20560195.0
3441,,,,,,
3441,InDelivery,2018-09-03 00:00:00,0.0,AB47,E,21032413.0
3441,NoteWorkshop,2018-09-03 13:36:42,0.0,AB47,E,21081415.0
3441,Completed,2018-09-03 14:50:57,0.0,AB47,E,21085870.0
3442,Creation,2018-08-27 12:04:57,0.0,AB47,J,20471110.0
3442,,,,,,
3442,,,,,,
3442,,,,,,
3442,Completed,2018-09-03 11:10:25,0.0,AB47,J,21072638.0
3443,Creation,2018-08-27 12:12:52,1.0,AB49,L,20471585.0
3443,,,,,,
3443,,,,,,
3443,DeviceReceived,2018-08-31 09:01:15,1.0,AB49,L,20805688.0
3443,,,,,,
3443,NoteWorkshop,2018-09-05 13:08:22,1.0,AB49,L,21252515.0
3443,Completed,2018-09-05 13:09:41,1.0,AB49,L,21252594.0
3444,Creation,2018-08-27 12:16:14,0.0,AB44,J,20471787.0
3444,,,,,,
3444,InDelivery,2018-09-10 00:00:00,0.0,AB44,J,21637213.0
3444,,,,,,
3444,Completed,2018-09-10 11:13:09,0.0,AB44,J,21677602.0
3445,Creation,2018-08-27 12:40:41,0.0,AB64,E,20473254.0
3445,,,,,,
3445,DeviceReceived,2018-09-03 12:32:30,0.0,AB64,E,21077563.0
3445,Letter,2018-09-11 00:00:00,0.0,AB64,E,21723613.0
3445,,,,,,
3445,Completed,2018-09-11 14:34:58,0.0,AB64,E,21776111.0
3446,Creation,2018-08-27 12:48:33,0.0,AB8,J,20473726.0
3446,DeviceReceived,2018-08-28 13:08:48,0.0,AB8,J,20561341.0
3446,InDelivery,2018-09-10 00:00:00,0.0,AB8,J,21637213.0
3446,,,,,,
3446,Completed,2018-09-10 17:25:33,0.0,AB8,J,21699946.0
3447,,,,,,
3447,NoteHotline,2018-01-23 09:39:48,1.0,AB65,G,1800001.0
3447,Letter,2018-01-31 00:00:00,1.0,AB65,G,2456413.0
3447,InDelivery,2018-01-31 00:00:00,1.0,AB65,G,2456413.0
3447,DeviceReceived,2018-01-31 11:23:33,1.0,AB65,G,2497426.0
3447,NoteWorkshop,2018-01-31 11:28:15,1.0,AB65,G,2497708.0
3447,Completed,2018-01-31 12:17:23,1.0,AB65,G,2500656.0
3448,,,,,,
3448,,,,,,
3448,,,,,,
3448,Transmission,2018-09-05 13:24:49,0.0,AB52,L,21253502.0
3448,NoteHotline,2018-09-05 16:21:45,0.0,AB52,L,21264118.0
3448,,,,,,
3448,InDelivery,2018-09-06 00:00:00,0.0,AB52,L,21291613.0
3448,Completed,2018-09-06 08:12:13,0.0,AB52,L,21321146.0
3449,,,,,,
3449,Approved,2018-08-27 09:36:01,1.0,AB52,L,20462174.0
3449,DeviceReceived,2018-09-01 06:06:10,1.0,AB52,L,20881583.0
3449,,,,,,
3449,,,,,,
3449,,,,,,
3450,,,,,,
3450,,,,,,
3450,,,,,,
3450,NoteWorkshop,2018-08-30 12:32:23,0.0,AB52,L,20731956.0
3450,,,,,,
3450,,,,,,
3451,Creation,2018-08-27 11:11:49,0.0,AB52,L,20467922.0
3451,Letter,2018-08-30 00:00:00,0.0,AB52,L,20686813.0
3451,DeviceReceived,2018-08-30 09:40:02,0.0,AB52,L,20721615.0
3451,NoteWorkshop,2018-08-30 12:55:53,0.0,AB52,L,20733366.0
3451,,,,,,
3451,Completed,2018-10-29 10:17:24,0.0,AB52,L,25907857.0
3452,Creation,2018-08-28 09:08:23,0.0,AB52,L,20546916.0
3452,,,,,,
3452,,,,,,
3452,StatusRequest,2018-10-11 12:45:32,0.0,AB52,L,24361545.0
3452,InDelivery,2018-10-30 00:00:00,0.0,AB52,L,25957213.0
3452,,,,,,
3452,Completed,2018-10-30 06:22:22,0.0,AB52,L,25980155.0
3452,,,,,,
3453,Creation,2018-08-28 09:30:00,0.0,AB49,L,20548213.0
3453,DeviceReceived,2018-09-04 10:01:00,0.0,AB49,L,21154873.0
3453,NoteWorkshop,2018-09-04 13:44:49,0.0,AB49,L,21168302.0
3453,,,,,,
3453,Completed,2018-10-26 14:02:45,0.0,AB49,L,25662178.0
3454,,,,,,
3454,,,,,,
3454,,,,,,
3454,,,,,,
3454,NoteHotline,2018-09-06 16:41:27,0.0,AB49,L,21351700.0
3454,InDelivery,2018-09-07 00:00:00,0.0,AB49,L,21378013.0
3454,,,,,,
3455,Creation,2018-08-28 09:36:13,0.0,AB34,J,20548586.0
3455,DeviceReceived,2018-08-31 13:03:11,0.0,AB34,J,20820204.0
3455,InDelivery,2018-09-12 00:00:00,0.0,AB34,J,21810013.0
3455,NoteWorkshop,2018-09-12 08:52:23,0.0,AB34,J,21841956.0
3455,Transmission,2018-09-12 09:54:19,0.0,AB34,J,21845672.0
3455,,,,,,
3455,,,,,,
3455,Completed,2018-09-12 17:31:57,0.0,AB34,J,21873130.0
3456,Creation,2018-08-28 09:38:27,0.0,AB49,L,20548720.0
3456,,,,,,
3456,DeviceReceived,2018-08-31 09:02:21,0.0,AB49,L,20805754.0
3456,NoteWorkshop,2018-08-31 12:55:07,0.0,AB49,L,20819720.0
3456,NoteHotline,2018-08-31 13:21:32,0.0,AB49,L,20821305.0
3456,,,,,,
3456,Completed,2018-10-12 07:49:29,0.0,AB49,L,24430182.0
3457,,,,,,
3457,,,,,,
3457,,,,,,
3457,,,,,,
3457,,,,,,
3457,NoteHotline,2018-02-06 15:19:16,0.0,AB26,L,3029969.0
3457,,,,,,
3457,Completed,2018-02-12 09:23:56,0.0,AB26,L,3527049.0
3458,,,,,,
3458,DeviceReceived,2018-08-31 14:28:37,0.0,AB9,J,20825330.0
3458,InDelivery,2018-09-06 00:00:00,0.0,AB9,J,21291613.0
3458,NoteWorkshop,2018-09-06 10:31:36,0.0,AB9,J,21329509.0
3458,,,,,,
3459,Creation,2018-08-28 10:08:56,1.0,AB49,E,20550549.0
3459,NoteHotline,2018-08-28 10:12:46,1.0,AB49,E,20550779.0
3459,Letter,2018-09-07 00:00:00,1.0,AB49,E,21378013.0
3459,DeviceReceived,2018-09-07 11:57:10,1.0,AB49,E,21421043.0
3459,,,,,,
3459,,,,,,
3459,,,,,,
3459,Completed,2018-09-10 10:24:06,1.0,AB49,E,21674659.0
3460,,,,,,
3460,,,,,,
3460,,,,,,
3460,Completed,2018-10-10 13:35:56,0.0,AB59,L,24278169.0
3461,,,,,,
3461,,,,,,
3461,,,,,,
3461,,,,,,
3461,Transmission,2018-09-06 14:20:46,0.0,AB49,L,21343259.0
3461,,,,,,
3461,NoteHotline,2018-09-07 11:39:20,0.0,AB49,L,21419973.0
3461,,,,,,
3461,Completed,2018-09-10 08:43:14,0.0,AB49,L,21668607.0
3462,,,,,,
3462,,,,,,
3462,,,,,,
3462,InDelivery,2018-09-11 00:00:00,0.0,AB62,E,21723613.0
3462,,,,,,
3462,,,,,,
3463,Creation,2018-08-28 11:39:28,0.0,AB34,J,20555981.0
3463,,,,,,
3463,DeviceReceived,2018-10-02 13:05:29,0.0,AB34,J,23585142.0
3463,,,,,,
3463,,,,,,
3463,NoteWorkshop,2018-10-11 14:34:39,0.0,AB34,J,24368092.0
3463,Completed,2018-10-11 15:05:45,0.0,AB34,J,24369958.0
3464,,,,,,
3464,NoteHotline,2018-08-28 12:23:53,1.0,AB25,E,20558646.0
3464,,,,,,
3464,,,,,,
3464,InDelivery,2018-09-03 00:00:00,1.0,AB25,E,21032413.0
3464,,,,,,
3464,Completed,2018-09-03 12:16:53,1.0,AB25,E,21076626.0
3465,,,,,,
3465,,,,,,
3465,DeviceReceived,2018-09-03 10:30:28,0.0,AB8,E,21070241.0
3465,NoteHotline,2018-09-03 10:32:46,0.0,AB8,E,21070379.0
3465,,,,,,
3465,,,,,,
3465,NoteWorkshop,2018-09-11 10:54:06,0.0,AB8,E,21762859.0
3465,,,,,,
3466,Creation,2018-08-28 13:07:42,1.0,AB22,L,20561275.0
3466,,,,,,
3466,,,,,,
3466,,,,,,
3466,Completed,2018-09-05 13:38:30,1.0,AB22,L,21254323.0
3467,Creation,2018-08-28 15:26:39,0.0,AB59,L,20569612.0
3467,,,,,,
3467,,,,,,
3467,NoteWorkshop,2018-09-06 08:19:58,0.0,AB59,L,21321611.0
3467,NoteHotline,2018-09-06 09:43:32,0.0,AB59,L,21326625.0
3467,,,,,,
3467,Completed,2018-10-25 14:18:32,0.0,AB59,L,25576725.0
3468,,,,,,
3468,,,,,,
3468,NoteWorkshop,2018-09-12 09:24:52,0.0,AB40,J,21843905.0
3468,,,,,,
3468,,,,,,
3468,NoteHotline,2018-09-12 12:20:16,0.0,AB40,J,21854429.0
3468,,,,,,
3468,Completed,2018-09-13 11:38:34,0.0,AB40,J,21938327.0
3469,,,,,,
3469,DeviceReceived,2018-01-31 12:35:16,0.0,AB61,L,2501729.0
3469,InDelivery,2018-02-09 00:00:00,0.0,AB61,L,3234013.0
3469,Transmission,2018-02-09 09:37:42,0.0,AB61,L,3268675.0
3469,,,,,,
3469,,,,,,
3469,,,,,,
3470,Creation,2018-08-28 16:14:06,1.0,AB53,L,20572459.0
3470,,,,,,
3470,,,,,,
3470,InDelivery,2018-09-06 00:00:00,1.0,AB53,L,21291613.0
3470,,,,,,
3471,Creation,2018-08-28 16:35:16,0.0,AB40,J,20573729.0
3471,DeviceReceived,2018-08-30 12:47:24,0.0,AB40,J,20732857.0
3471,,,,,,
3471,Transmission,2018-09-07 14:25:41,0.0,AB40,J,21429954.0
3471,InDelivery,2018-09-14 00:00:00,0.0,AB40,J,21982813.0
3471,,,,,,
3471,,,,,,
3471,Completed,2018-09-14 09:55:23,0.0,AB40,J,22018536.0
3472,Letter,2018-08-28 00:00:00,1.0,AB62,,20514013.0
3472,,,,,,
3472,,,,,,
3472,DeviceReceived,2018-08-28 10:15:05,1.0,AB62,,20550918.0
3472,,,,,,
3473,Letter,2018-08-28 00:00:00,1.0,AB63,,20514013.0
3473,Creation,2018-08-28 10:51:42,1.0,AB63,,20553115.0
3473,DeviceReceived,2018-08-28 10:52:03,1.0,AB63,,20553136.0
3473,,,,,,
3473,InDelivery,2018-08-31 00:00:00,1.0,AB63,,20773213.0
3473,,,,,,
3473,Completed,2018-08-31 11:14:30,1.0,AB63,,20813683.0
3474,,,,,,
3474,DeviceReceived,2018-09-19 13:17:26,0.0,AB52,L,22462659.0
3474,,,,,,
3474,,,,,,
3474,Completed,2018-10-26 13:22:11,0.0,AB52,L,25659744.0
3474,,,,,,
3475,,,,,,
3475,NoteHotline,2018-08-28 07:51:51,0.0,AB9,J,20542324.0
3475,,,,,,
3475,,,,,,
3475,,,,,,
3475,,,,,,
3476,Creation,2018-08-28 08:41:33,1.0,AB49,L,20545306.0
3476,,,,,,
3476,,,,,,
3476,Transmission,2018-09-11 08:30:48,1.0,AB49,L,21754261.0
3476,Approved,2018-09-11 10:05:24,1.0,AB49,L,21759937.0
3476,NoteHotline,2018-09-11 10:05:42,1.0,AB49,L,21759955.0
3476,Completed,2018-09-11 13:11:06,1.0,AB49,L,21771079.0
3477,Creation,2018-08-28 09:03:16,0.0,AB44,E,20546609.0
3477,Letter,2018-09-03 00:00:00,0.0,AB44,E,21032413.0
3477,DeviceReceived,2018-09-03 11:53:28,0.0,AB44,E,21075221.0
3477,Transmission,2018-09-11 13:09:03,0.0,AB44,E,21770956.0
3477,Approved,2018-09-11 13:40:06,0.0,AB44,E,21772819.0
3477,,,,,,
3477,StockEntry,2018-09-12 00:00:00,0.0,AB44,E,21810013.0
3477,InDelivery,2018-09-12 00:00:00,0.0,AB44,E,21810013.0
3477,StatusRequest,2018-09-12 09:43:21,0.0,AB44,E,21845014.0
3477,,,,,,
3478,,,,,,
3478,,,,,,
3478,,,,,,
3478,DeviceReceived,2018-09-03 11:51:00,1.0,AB61,E,21075073.0
3478,,,,,,
3478,,,,,,
3478,NoteWorkshop,2018-09-05 10:10:21,1.0,AB61,E,21241834.0
3478,Completed,2018-09-05 10:11:16,1.0,AB61,E,21241889.0
3479,,,,,,
3479,,,,,,
3479,Letter,2018-09-03 00:00:00,0.0,AB49,L,21032413.0
3479,,,,,,
3479,InDelivery,2018-10-26 00:00:00,0.0,AB49,L,25611613.0
3479,Completed,2018-10-26 14:07:56,0.0,AB49,L,25662489.0
3480,Creation,2018-08-28 10:09:02,0.0,AB49,L,20550555.0
3480,DeviceReceived,2018-09-06 11:23:24,0.0,AB49,L,21332617.0
3480,,,,,,
3480,NoteWorkshop,2018-09-07 08:03:48,0.0,AB49,L,21407041.0
3480,StatusRequest,2018-09-11 15:43:38,0.0,AB49,L,21780231.0
3480,,,,,,
3480,,,,,,
3480,Completed,2018-10-25 13:06:04,0.0,AB49,L,25572377.0
3481,,,,,,
3481,NoteHotline,2018-08-28 11:06:45,0.0,AB36,E,20554018.0
3481,,,,,,
3481,DeviceReceived,2018-08-30 11:08:53,0.0,AB36,E,20726946.0
3481,,,,,,
3481,NoteWorkshop,2018-09-07 15:29:04,0.0,AB36,E,21433757.0
3481,Completed,2018-09-07 15:32:19,0.0,AB36,E,21433952.0
3482,,,,,,
3482,,,,,,
3482,StatusRequest,2018-09-07 09:22:13,0.0,AB52,L,21411746.0
3482,InDelivery,2018-09-10 00:00:00,0.0,AB52,L,21637213.0
3482,Transmission,2018-09-10 10:53:11,0.0,AB52,L,21676404.0
3482,Approved,2018-09-10 13:07:13,0.0,AB52,L,21684446.0
3482,NoteHotline,2018-09-10 13:07:27,0.0,AB52,L,21684460.0
3482,Completed,2018-09-10 13:53:54,0.0,AB52,L,21687247.0
3483,Creation,2018-08-28 11:27:53,0.0,AB8,E,20555286.0
3483,,,,,,
3483,DeviceReceived,2018-08-30 11:52:24,0.0,AB8,E,20729557.0
3483,StockEntry,2018-09-07 00:00:00,0.0,AB8,E,21378013.0
3483,,,,,,
3483,,,,,,
3483,NoteWorkshop,2018-09-07 10:41:24,0.0,AB8,E,21416497.0
3483,,,,,,
3484,,,,,,
3484,,,,,,
3484,StockEntry,2018-09-10 00:00:00,0.0,AB63,E,21637213.0
3484,InDelivery,2018-09-10 00:00:00,0.0,AB63,E,21637213.0
3484,NoteWorkshop,2018-09-10 15:18:48,0.0,AB63,E,21692341.0
3484,,,,,,
3485,,,,,,
3485,NoteHotline,2019-03-18 13:07:11,1.0,AB49,E,38014044.0
3485,DeviceReceived,2019-03-19 15:38:21,1.0,AB49,E,38109514.0
3485,StockEntry,2019-03-22 00:00:00,1.0,AB49,E,38312413.0
3485,,,,,,
3485,NoteWorkshop,2019-03-22 11:29:46,1.0,AB49,E,38353799.0
3485,,,,,,
3485,,,,,,
3486,Creation,2018-08-28 14:17:51,1.0,AB8,E,20565484.0
3486,,,,,,
3486,Letter,2018-08-31 00:00:00,1.0,AB8,E,20773213.0
3486,,,,,,
3486,StockEntry,2018-09-04 00:00:00,1.0,AB8,E,21118813.0
3486,InDelivery,2018-09-04 00:00:00,1.0,AB8,E,21118813.0
3486,,,,,,
3486,NoteWorkshop,2018-09-04 13:07:23,1.0,AB8,E,21166056.0
3487,,,,,,
3487,Letter,2018-01-24 00:00:00,1.0,AB44,G,1851613.0
3487,,,,,,
3487,,,,,,
3487,NoteWorkshop,2018-01-24 12:03:55,1.0,AB44,G,1895048.0
3487,,,,,,
3488,,,,,,
3488,Letter,2018-09-04 00:00:00,1.0,AB62,L,21118813.0
3488,,,,,,
3488,,,,,,
3488,Transmission,2018-09-07 09:40:06,1.0,AB62,L,21412819.0
3488,,,,,,
3488,,,,,,
3488,Completed,2018-09-07 11:26:58,1.0,AB62,L,21419231.0
3489,,,,,,
3489,,,,,,
3489,Letter,2018-08-30 00:00:00,0.0,AB34,E,20686813.0
3489,,,,,,
3489,,,,,,
3489,StockEntry,2018-09-10 00:00:00,0.0,AB34,E,21637213.0
3489,InDelivery,2018-09-10 00:00:00,0.0,AB34,E,21637213.0
3489,,,,,,
3490,,,,,,
3490,,,,,,
3490,NoteWorkshop,2018-09-03 13:27:03,0.0,AB34,J,21080836.0
3490,,,,,,
3490,,,,,,
3490,,,,,,
3490,,,,,,
3490,,,,,,
3491,Creation,2018-08-28 15:53:50,0.0,AB61,L,20571243.0
3491,,,,,,
3491,,,,,,
3491,,,,,,
3491,Approved,2018-09-07 11:10:24,0.0,AB61,L,21418237.0
3491,,,,,,
3491,InDelivery,2018-09-11 00:00:00,0.0,AB61,L,21723613.0
3491,,,,,,
3492,Creation,2018-08-28 16:21:05,0.0,AB52,L,20572878.0
3492,,,,,,
3492,,,,,,
3492,,,,,,
3492,Approved,2018-10-01 14:33:27,0.0,AB52,L,23504020.0
3492,,,,,,
3492,,,,,,
3492,Completed,2018-10-02 07:27:34,0.0,AB52,L,23564867.0
3493,,,,,,
3493,Letter,2018-09-03 00:00:00,0.0,AB52,L,21032413.0
3493,DeviceReceived,2018-09-03 12:32:01,0.0,AB52,L,21077534.0
3493,NoteWorkshop,2018-09-03 12:33:42,0.0,AB52,L,21077635.0
3493,NoteHotline,2018-09-20 15:25:13,0.0,AB52,L,22556726.0
3493,,,,,,
3493,Completed,2018-10-26 12:52:03,0.0,AB52,L,25657936.0
3494,,,,,,
3494,Creation,2018-08-28 15:22:04,0.0,AB20,,20569337.0
3494,DeviceReceived,2018-08-28 15:23:08,0.0,AB20,,20569401.0
3494,,,,,,
3494,StockEntry,2018-09-06 00:00:00,0.0,AB20,,21291613.0
3494,,,,,,
3494,Completed,2018-09-06 12:40:49,0.0,AB20,,21337262.0
3495,Letter,2018-08-28 00:00:00,0.0,AB62,,20514013.0
3495,,,,,,
3495,DeviceReceived,2018-08-28 15:27:33,0.0,AB62,,20569666.0
